id,one,two
3879,891,205
3880,807,890
3881,1063,1042
3882,1226,286
3883,856,906
3884,1287,1024
3885,473,936
3886,860,310
3887,248,253
3888,1282,333
3889,485,837
3890,1058,538
3891,723,1104
3892,292,986
3893,761,712
3894,1202,899
3895,166,1214
3896,50,655
3897,97,1301
3898,405,715
3899,455,742
3900,531,1127
3901,524,293
3902,1242,224
3903,500,1316
3904,927,692
3905,539,1205
3906,166,400
3907,739,1214
3908,235,73
3909,246,604
3910,923,1246
3911,852,76
3912,179,752
3913,1285,667
3914,808,681
3915,651,201
3916,1007,550
3917,136,17
3918,1246,850
3919,604,203
3920,1154,343
3921,916,656
3922,551,216
3923,818,706
3924,1302,214
3925,756,403
3926,568,203
3927,570,42
3928,1054,318
3929,74,795
3930,1265,968
3931,830,1218
3932,97,831
3933,453,235
3934,311,253
3935,962,475
3936,690,233
3937,344,199
3938,521,1175
3939,155,98
3940,306,922
3941,1224,423
3942,539,569
3943,66,752
3944,235,536
3945,595,314
3946,1192,1269
3947,528,691
3948,396,99
3949,1279,1315
3950,506,27
3951,342,1013
3952,89,469
3953,448,1306
3954,450,179
3955,203,591
3956,470,1045
3957,1219,1087
3958,1007,120
3959,517,1090
3960,818,421
3961,1167,1163
3962,584,171
3963,752,1288
3964,279,1147
3965,1185,298
3966,820,580
3967,532,484
3968,325,1150
3969,570,147
3970,876,379
3971,1065,871
3972,368,264
3973,497,713
3974,749,691
3975,532,611
3976,1107,1045
3977,914,1067
3978,1003,231
3979,64,196
3980,1007,1122
3981,502,232
3982,748,74
3983,391,127
3984,160,1162
3985,824,1212
3986,495,625
3987,435,271
3988,433,683
3989,789,1282
3990,497,1243
3991,1211,22
3992,1244,536
3993,763,374
3994,590,1300
3995,276,1036
3996,1133,123
3997,764,629
3998,924,933
3999,381,738
4000,1133,12
4001,634,782
4002,957,1149
4003,220,1300
4004,89,284
4005,278,937
4006,808,342
4007,425,872
4008,1094,135
4009,1034,351
4010,431,1026
4011,1269,327
4012,1317,1146
4013,391,1244
4014,595,366
4015,1097,135
4016,126,1088
4017,42,71
4018,489,1033
4019,706,237
4020,466,1293
4021,276,1083
4022,751,34
4023,822,1112
4024,187,468
4025,1073,264
4026,1120,49
4027,617,90
4028,957,252
4029,569,146
4030,850,1013
4031,377,1165
4032,453,725
4033,127,734
4034,462,626
4035,785,1072
4036,924,1064
4037,1155,448
4038,108,1208
4039,60,312
4040,943,980
4041,1089,580
4042,1042,248
4043,357,975
4044,900,470
4045,1032,529
4046,531,880
4047,725,193
4048,677,959
4049,862,158
4050,1021,943
4051,1125,22
4052,905,454
4053,466,818
4054,610,685
4055,495,882
4056,882,159
4057,708,426
4058,634,127
4059,486,257
4060,792,164
4061,184,1262
4062,450,688
4063,290,296
4064,722,1201
4065,728,1254
4066,443,551
4067,909,1025
4068,1075,1149
4069,938,951
4070,451,983
4071,286,1092
4072,635,87
4073,600,284
4074,978,558
4075,623,343
4076,302,741
4077,403,1178
4078,425,300
4079,146,1227
4080,827,1063
4081,1084,86
4082,680,951
4083,453,684
4084,455,295
4085,841,462
4086,732,1231
4087,1042,665
4088,1006,199
4089,527,1218
4090,598,1304
4091,837,247
4092,965,663
4093,960,1044
4094,484,455
4095,812,315
4096,992,48
4097,272,960
4098,837,1280
4099,541,423
4100,500,21
4101,1163,1044
4102,622,1234
4103,978,1023
4104,949,347
4105,966,1197
4106,1152,330
4107,810,177
4108,297,68
4109,568,42
4110,929,154
4111,166,189
4112,365,315
4113,1039,503
4114,672,417
4115,594,1252
4116,1305,833
4117,1232,1048
4118,819,642
4119,628,441
4120,551,1105
4121,470,439
4122,1147,237
4123,15,1306
4124,1274,1183
4125,592,253
4126,56,748
4127,854,105
4128,1103,983
4129,623,437
4130,914,365
4131,499,1124
4132,702,339
4133,603,395
4134,852,830
4135,841,74
4136,845,208
4137,839,641
4138,80,160
4139,10,32
4140,784,900
4141,1151,218
4142,304,141
4143,963,1196
4144,549,812
4145,238,814
4146,1011,1173
4147,889,498
4148,584,82
4149,748,561
4150,46,68
4151,715,1001
4152,1189,12
4153,525,301
4154,351,1303
4155,1095,903
4156,1185,787
4157,773,924
4158,283,1287
4159,122,25
4160,646,240
4161,1187,113
4162,790,823
4163,61,43
4164,144,783
4165,692,307
4166,978,94
4167,124,751
4168,964,315
4169,562,1308
4170,791,821
4171,624,210
4172,1176,67
4173,855,633
4174,919,1171
4175,897,303
4176,946,579
4177,101,1238
4178,1065,819
4179,870,1039
4180,1012,250
4181,831,1106
4182,45,191
4183,1132,76
4184,626,962
4185,281,1081
4186,58,1271
4187,294,467
4188,675,324
4189,184,646
4190,230,162
4191,704,529
4192,985,140
4193,568,336
4194,719,1119
4195,610,728
4196,1164,398
4197,162,968
4198,673,1008
4199,517,67
4200,18,40
4201,1158,374
4202,686,823
4203,1291,488
4204,1256,630
4205,929,482
4206,944,492
4207,879,676
4208,91,1059
4209,1223,488
4210,18,1119
4211,573,789
4212,811,708
4213,874,219
4214,679,7
4215,945,1017
4216,1034,899
4217,329,132
4218,421,892
4219,1016,1292
4220,445,647
4221,836,372
4222,1113,232
4223,675,701
4224,1042,526
4225,1104,797
4226,897,821
4227,1003,1091
4228,602,614
4229,424,785
4230,1248,411
4231,705,732
4232,357,1136
4233,205,490
4234,1271,931
4235,267,188
4236,916,122
4237,127,1031
4238,535,480
4239,842,1208
4240,364,275
4241,525,17
4242,1207,564
4243,1277,91
4244,532,563
4245,1104,1310
4246,1297,248
4247,692,269
4248,509,1096
4249,551,18
4250,185,1001
4251,900,1156
4252,657,420
4253,380,123
4254,718,1170
4255,100,963
4256,198,154
4257,735,819
4258,122,801
4259,668,622
4260,1236,1023
4261,1072,1149
4262,581,1316
4263,1219,1225
4264,380,149
4265,1258,471
4266,282,642
4267,668,410
4268,895,157
4269,1227,1100
4270,584,1026
4271,984,1025
4272,568,237
4273,27,1211
4274,151,191
4275,659,1029
4276,390,498
4277,834,203
4278,1067,131
4279,820,218
4280,21,1141
4281,936,202
4282,1184,829
4283,752,622
4284,891,1192
4285,564,58
4286,1062,966
4287,501,163
4288,555,393
4289,130,110
4290,1047,904
4291,854,1043
4292,137,86
4293,1246,1094
4294,552,1243
4295,1058,1303
4296,876,1185
4297,1014,583
4298,251,93
4299,535,375
4300,1008,32
4301,905,81
4302,659,846
4303,837,574
4304,53,766
4305,1139,199
4306,527,681
4307,74,43
4308,485,542
4309,697,1156
4310,836,885
4311,539,929
4312,584,631
4313,485,790
4314,1145,509
4315,57,1254
4316,448,350
4317,609,853
4318,1308,1173
4319,479,1001
4320,1129,576
4321,721,580
4322,1037,289
4323,394,303
4324,945,602
4325,933,56
4326,1195,598
4327,84,1178
4328,842,1176
4329,504,576
4330,308,31
4331,134,808
4332,1246,769
4333,676,1100
4334,416,433
4335,773,737
4336,924,1128
4337,353,284
4338,1128,101
4339,794,36
4340,1059,496
4341,887,627
4342,1022,1070
4343,362,947
4344,765,814
4345,1180,562
4346,306,796
4347,268,1020
4348,267,5
4349,125,250
4350,1138,786
4351,440,760
4352,488,1237
4353,106,683
4354,668,1098
4355,856,24
4356,793,524
4357,472,1009
4358,737,1004
4359,409,262
4360,818,321
4361,989,1177
4362,937,863
4363,767,117
4364,706,783
4365,73,20
4366,1270,755
4367,166,598
4368,1200,772
4369,353,1086
4370,1207,625
4371,292,275
4372,894,48
4373,56,158
4374,1261,32
4375,526,284
4376,538,1041
4377,780,1305
4378,100,789
4379,1177,1183
4380,84,377
4381,1219,229
4382,793,298
4383,1314,1169
4384,378,1069
4385,609,799
4386,870,23
4387,468,899
4388,251,1214
4389,928,315
4390,577,939
4391,137,990
4392,1249,203
4393,1005,307
4394,424,958
4395,1252,801
4396,879,987
4397,1229,1178
4398,571,614
4399,804,1009
4400,110,783
4401,723,428
4402,586,385
4403,513,131
4404,903,480
4405,381,334
4406,690,851
4407,794,929
4408,355,1069
4409,4,853
4410,984,1034
4411,301,354
4412,568,646
4413,144,774
4414,710,1148
4415,780,1084
4416,823,99
4417,431,902
4418,1268,496
4419,366,126
4420,1312,164
4421,631,1162
4422,890,399
4423,804,383
4424,404,350
4425,914,228
4426,1155,328
4427,264,1282
4428,214,622
4429,624,560
4430,1249,1121
4431,620,1042
4432,1213,896
4433,1258,86
4434,536,1172
4435,462,498
4436,386,404
4437,1177,175
4438,475,665
4439,891,509
4440,1133,133
4441,636,1207
4442,1170,1288
4443,285,525
4444,60,561
4445,791,1029
4446,104,1214
4447,678,1134
4448,246,550
4449,886,727
4450,1008,23
4451,200,51
4452,481,1208
4453,328,1047
4454,568,171
4455,504,633
4456,801,130
4457,451,1281
4458,586,932
4459,860,1072
4460,1032,1133
4461,594,594
4462,499,12
4463,620,1294
4464,1118,1270
4465,518,687
4466,1254,975
4467,853,336
4468,527,1180
4469,235,1318
4470,452,158
4471,636,283
4472,1246,165
4473,674,134
4474,578,478
4475,719,1143
4476,1016,1314
4477,471,596
4478,455,343
4479,470,491
4480,160,542
4481,422,921
4482,820,135
4483,499,1292
4484,1279,751
4485,395,224
4486,279,99
4487,1167,964
4488,1113,613
4489,610,831
4490,431,1161
4491,1037,633
4492,370,1134
4493,1274,46
4494,1085,1174
4495,953,228
4496,551,689
4497,207,1244
4498,738,1233
4499,1124,847
4500,686,154
4501,99,1199
4502,967,204
4503,419,418
4504,556,708
4505,167,768
4506,684,638
4507,479,973
4508,675,1050
4509,535,268
4510,1071,543
4511,396,175
4512,1274,586
4513,418,1146
4514,733,469
4515,1154,230
4516,1061,517
4517,605,521
4518,772,267
4519,1073,477
4520,719,769
4521,90,458
4522,515,761
4523,736,306
4524,798,1169
4525,535,532
4526,765,496
4527,652,1069
4528,587,1144
4529,616,1277
4530,1032,968
4531,853,1163
4532,545,74
4533,568,641
4534,697,1143
4535,466,199
4536,1138,1027
4537,857,779
4538,128,116
4539,968,1250
4540,216,214
4541,918,794
4542,883,247
4543,412,344
4544,302,351
4545,1003,834
4546,4,663
4547,1227,469
4548,279,503
4549,990,43
4550,584,27
4551,552,445
4552,884,950
4553,250,751
4554,44,1258
4555,753,490
4556,624,282
4557,266,1305
4558,195,948
4559,172,362
4560,516,1314
4561,1215,31
4562,613,1286
4563,498,149
4564,1060,1080
4565,465,1209
4566,822,426
4567,537,1010
4568,623,1223
4569,805,72
4570,497,129
4571,726,307
4572,389,1234
4573,1085,1251
4574,1116,582
4575,362,1145
4576,179,392
4577,838,687
4578,1116,839
4579,878,317
4580,566,478
4581,441,138
4582,984,1130
4583,594,1138
4584,510,31
4585,1214,573
4586,580,958
4587,873,34
4588,1185,751
4589,1245,1294
4590,734,1288
4591,929,1236
4592,466,129
4593,208,290
4594,432,840
4595,253,664
4596,1037,34
4597,475,418
4598,854,1244
4599,103,316
4600,876,1315
4601,640,1024
4602,484,424
4603,1291,768
4604,144,1007
4605,393,138
4606,905,1317
4607,506,1101
4608,493,133
4609,626,363
4610,572,119
4611,859,483
4612,600,1012
4613,678,297
4614,275,1034
4615,656,721
4616,1019,361
4617,137,291
4618,784,251
4619,962,196
4620,469,404
4621,415,649
4622,1015,71
4623,1063,614
4624,973,755
4625,1003,278
4626,819,1066
4627,572,428
4628,300,1088
4629,669,73
4630,193,372
4631,375,942
4632,641,639
4633,162,457
4634,574,1299
4635,884,758
4636,452,772
4637,144,1265
4638,1005,732
4639,201,1171
4640,1169,1173
4641,354,1199
4642,486,635
4643,984,496
4644,927,1127
4645,382,745
4646,494,843
4647,845,359
4648,1241,1239
4649,526,203
4650,71,39
4651,248,1269
4652,305,873
4653,1099,1025
4654,1165,1155
4655,1122,612
4656,1298,1054
4657,807,950
4658,124,1050
4659,1217,554
4660,6,1067
4661,784,660
4662,511,494
4663,775,980
4664,763,522
4665,726,439
4666,241,154
4667,142,561
4668,85,1219
4669,205,591
4670,871,1002
4671,977,795
4672,623,394
4673,322,136
4674,193,316
4675,840,149
4676,1240,1262
4677,157,173
4678,1089,537
4679,453,368
4680,613,509
4681,613,565
4682,842,1060
4683,1286,175
4684,366,534
4685,506,970
4686,1103,327
4687,62,913
4688,205,271
4689,1168,555
4690,468,555
4691,847,512
4692,1178,940
4693,441,987
4694,396,835
4695,1240,834
4696,500,973
4697,820,1243
4698,257,324
4699,1180,959
4700,281,598
4701,426,1148
4702,1086,11
4703,681,307
4704,275,467
4705,1014,135
4706,583,665
4707,495,233
4708,1222,61
4709,944,1083
4710,231,819
4711,512,102
4712,852,1182
4713,386,542
4714,379,1121
4715,113,56
4716,963,359
4717,194,819
4718,106,1155
4719,109,351
4720,1023,1231
4721,245,160
4722,728,257
4723,118,166
4724,18,875
4725,3,734
4726,837,931
4727,543,864
4728,252,1028
4729,90,175
4730,990,1262
4731,585,7
4732,416,810
4733,797,53
4734,1018,99
4735,692,1053
4736,572,673
4737,1100,1123
4738,162,821
4739,399,321
4740,439,981
4741,605,1095
4742,515,1103
4743,1114,561
4744,1265,32
4745,611,805
4746,221,1111
4747,555,480
4748,865,1028
4749,849,357
4750,110,1098
4751,672,1179
4752,1224,145
4753,468,1058
4754,1015,95
4755,426,197
4756,1176,864
4757,861,257
4758,662,1237
4759,1142,149
4760,653,555
4761,1138,64
4762,709,1253
4763,311,1205
4764,650,1246
4765,128,965
4766,1229,1231
4767,401,541
4768,818,876
4769,1071,888
4770,589,1059
4771,401,616
4772,572,663
4773,818,259
4774,378,39
4775,985,51
4776,215,1178
4777,186,487
4778,882,717
4779,688,111
4780,1120,251
4781,70,310
4782,859,1050
4783,972,1202
4784,856,391
4785,1258,1169
4786,391,1254
4787,178,867
4788,208,912
4789,470,818
4790,37,1289
4791,1216,840
4792,426,58
4793,1094,1054
4794,48,1144
4795,531,148
4796,1012,81
4797,338,557
4798,902,193
4799,498,384
4800,178,1130
4801,332,84
4802,268,461
4803,945,19
4804,389,219
4805,1039,1228
4806,804,286
4807,1014,678
4808,1219,259
4809,409,518
4810,1205,512
4811,167,1015
4812,463,36
4813,1244,984
4814,1297,1291
4815,1187,116
4816,332,123
4817,528,1053
4818,553,20
4819,1036,1069
4820,513,495
4821,975,1303
4822,723,651
4823,643,853
4824,856,759
4825,57,146
4826,766,942
4827,849,792
4828,55,120
4829,1280,191
4830,436,673
4831,1255,192
4832,147,632
4833,390,969
4834,528,996
4835,479,1072
4836,1103,241
4837,1113,914
4838,965,1240
4839,31,829
4840,287,1017
4841,986,540
4842,402,240
4843,68,795
4844,807,806
4845,57,712
4846,1284,1024
4847,1080,974
4848,1271,1245
4849,821,1082
4850,458,947
4851,377,888
4852,1093,1136
4853,721,1185
4854,413,102
4855,673,207
4856,673,392
4857,16,1279
4858,520,627
4859,834,464
4860,1276,1043
4861,790,1146
4862,98,548
4863,923,901
4864,741,1293
4865,978,846
4866,1071,322
4867,1029,180
4868,987,223
4869,1225,279
4870,1029,1079
4871,340,214
4872,495,1246
4873,922,1308
4874,35,36
4875,676,958
4876,130,89
4877,897,383
4878,836,541
4879,1049,1234
4880,925,573
4881,387,339
4882,1124,608
4883,13,638
4884,80,215
4885,561,606
4886,804,1030
4887,689,791
4888,43,1109
4889,1115,1121
4890,443,727
4891,991,619
4892,705,506
4893,443,127
4894,961,39
4895,856,414
4896,307,1208
4897,950,1064
4898,198,126
4899,387,622
4900,690,393
4901,721,349
4902,611,974
4903,807,639
4904,629,1208
4905,202,1279
4906,148,1048
4907,990,27
4908,837,1060
4909,70,538
4910,603,1218
4911,806,328
4912,827,1308
4913,622,1149
4914,102,1295
4915,1297,1243
4916,870,1224
4917,84,1087
4918,1129,286
4919,528,1302
4920,744,451
4921,513,476
4922,73,155
4923,1201,663
4924,804,681
4925,517,795
4926,936,487
4927,513,717
4928,607,966
4929,800,179
4930,810,1051
4931,216,732
4932,897,1067
4933,159,430
4934,1166,290
4935,563,892
4936,179,1302
4937,63,269
4938,441,254
4939,633,1092
4940,669,1060
4941,1318,1238
4942,769,586
4943,536,352
4944,364,53
4945,45,274
4946,756,429
4947,649,590
4948,254,1169
4949,1112,109
4950,1145,1315
4951,1266,748
4952,155,207
4953,826,1178
4954,228,442
4955,852,350
4956,1278,843
4957,316,559
4958,573,268
4959,964,239
4960,1012,32
4961,704,734
4962,868,7
4963,801,786
4964,739,1040
4965,220,488
4966,207,390
4967,34,374
4968,851,1090
4969,1294,745
4970,398,625
4971,1042,19
4972,1215,954
4973,697,802
4974,1040,692
4975,1300,899
4976,1244,1141
4977,184,476
4978,1076,614
4979,337,271
4980,726,410
4981,609,707
4982,822,201
4983,1169,511
4984,112,1050
4985,1262,1292
4986,1097,1294
4987,1061,191
4988,451,1101
4989,100,34
4990,430,172
4991,1276,17
4992,1060,1108
4993,10,303
4994,1227,116
4995,332,115
4996,1153,704
4997,508,348
4998,677,723
4999,1109,240
5000,369,525
5001,756,860
5002,1003,311
5003,255,534
5004,262,36
5005,1205,232
5006,311,687
5007,346,1192
5008,483,864
5009,1168,10
5010,812,1222
5011,755,621
5012,940,899
5013,746,336
5014,205,926
5015,673,688
5016,697,210
5017,535,1147
5018,1277,218
5019,1282,181
5020,454,675
5021,939,840
5022,276,1017
5023,607,511
5024,1019,310
5025,953,300
5026,1128,733
5027,845,42
5028,165,1122
5029,44,1133
5030,897,952
5031,1037,1079
5032,789,465
5033,121,181
5034,897,676
5035,62,1203
5036,373,1068
5037,456,437
5038,362,1292
5039,158,1130
5040,460,459
5041,122,932
5042,908,811
5043,1107,1049
5044,864,136
5045,1219,457
5046,618,676
5047,871,1199
5048,1071,65
5049,472,96
5050,1299,666
5051,322,437
5052,936,1076
5053,697,997
5054,726,837
5055,1168,529
5056,692,43
5057,857,72
5058,639,299
5059,1214,502
5060,45,227
5061,290,1079
5062,48,1201
5063,824,353
5064,818,365
5065,518,860
5066,753,507
5067,929,710
5068,1180,1094
5069,61,1126
5070,990,881
5071,230,1267
5072,637,1310
5073,1121,229
5074,768,25
5075,161,1288
5076,855,1119
5077,876,316
5078,592,710
5079,415,371
5080,252,885
5081,1107,910
5082,724,926
5083,767,544
5084,153,830
5085,684,27
5086,650,133
5087,103,440
5088,414,455
5089,1181,288
5090,30,237
5091,1147,30
5092,500,983
5093,46,849
5094,884,1049
5095,815,1211
5096,764,1136
5097,277,1187
5098,1125,315
5099,1233,1131
5100,438,860
5101,168,681
5102,243,13
5103,1084,1016
5104,440,5
5105,202,1149
5106,917,439
5107,1259,136
5108,399,153
5109,124,647
5110,155,211
5111,391,853
5112,424,676
5113,117,1292
5114,486,834
5115,464,833
5116,347,576
5117,1120,1059
5118,8,168
5119,1299,620
5120,812,859
5121,916,450
5122,1311,555
5123,383,185
5124,603,527
5125,18,563
5126,983,1093
5127,527,1024
5128,720,447
5129,1191,75
5130,457,938
5131,834,542
5132,965,1021
5133,780,102
5134,1271,202
5135,66,845
5136,548,912
5137,189,1276
5138,8,1143
5139,309,1103
5140,1056,196
5141,649,629
5142,925,685
5143,1238,1061
5144,184,1314
5145,865,260
5146,1312,1179
5147,702,988
5148,938,1143
5149,1305,401
5150,998,212
5151,682,446
5152,350,1173
5153,302,655
5154,433,1106
5155,682,458
5156,615,1125
5157,1315,692
5158,767,1073
5159,915,1215
5160,1228,1173
5161,609,834
5162,81,143
5163,894,1227
5164,684,231
5165,141,481
5166,757,32
5167,2,937
5168,655,30
5169,34,968
5170,180,538
5171,188,165
5172,780,1082
5173,312,60
5174,216,1289
5175,675,524
5176,762,1057
5177,473,887
5178,806,668
5179,426,1198
5180,924,631
5181,1106,491
5182,693,57
5183,119,888
5184,1144,1268
5185,908,873
5186,539,1032
5187,675,1015
5188,1142,338
5189,1157,313
5190,887,1028
5191,799,269
5192,1276,768
5193,895,66
5194,1007,125
5195,607,1308
5196,923,451
5197,657,1208
5198,958,1302
5199,599,1129
5200,480,860
5201,1152,435
5202,481,1315
5203,971,1027
5204,1236,233
5205,1138,985
5206,714,897
5207,1297,53
5208,480,488
5209,36,1155
5210,375,853
5211,375,771
5212,1049,324
5213,556,1009
5214,1106,561
5215,1306,83
5216,393,1001
5217,587,793
5218,1,657
5219,95,606
5220,607,1098
5221,393,11
5222,501,1283
5223,855,252
5224,872,1165
5225,404,864
5226,664,330
5227,773,669
5228,1031,1199
5229,794,1193
5230,585,403
5231,579,344
5232,549,470
5233,566,259
5234,787,852
5235,219,482
5236,536,1180
5237,377,713
5238,967,821
5239,472,322
5240,539,674
5241,525,261
5242,159,1137
5243,738,1221
5244,1265,1111
5245,716,611
5246,201,159
5247,1175,159
5248,620,246
5249,1071,1084
5250,1233,1228
5251,816,987
5252,524,739
5253,426,170
5254,1156,164
5255,827,787
5256,640,1156
5257,557,547
5258,673,532
5259,870,84
5260,589,170
5261,675,214
5262,461,559
5263,823,814
5264,531,150
5265,708,851
5266,600,1298
5267,382,150
5268,723,119
5269,920,330
5270,387,29
5271,531,368
5272,609,70
5273,1218,101
5274,44,81
5275,1108,1072
5276,1164,451
5277,266,1027
5278,631,336
5279,945,716
5280,558,942
5281,751,294
5282,441,1291
5283,527,1065
5284,475,570
5285,757,911
5286,134,292
5287,700,266
5288,848,9
5289,743,1071
5290,473,244
5291,793,657
5292,508,748
5293,421,398
5294,508,333
5295,650,1318
5296,841,605
5297,946,93
5298,172,186
5299,473,604
5300,55,393
5301,963,1093
5302,887,27
5303,1114,180
5304,961,1005
5305,107,1120
5306,1020,228
5307,1197,591
5308,713,797
5309,653,1277
5310,145,1024
5311,705,151
5312,1258,993
5313,232,1199
5314,430,517
5315,837,997
5316,780,490
5317,1100,1042
5318,923,36
5319,662,1237
5320,767,1164
5321,316,621
5322,822,64
5323,968,1282
5324,782,317
5325,794,509
5326,688,131
5327,758,501
5328,371,616
5329,949,210
5330,1208,1287
5331,855,1287
5332,651,304
5333,41,1292
5334,564,180
5335,141,927
5336,556,564
5337,416,629
5338,460,82
5339,547,36
5340,172,1254
5341,126,1152
5342,76,1203
5343,599,719
5344,1158,1036
5345,800,992
5346,649,474
5347,1043,384
5348,592,788
5349,401,183
5350,279,825
5351,575,859
5352,669,402
5353,915,1014
5354,897,924
5355,415,1031
5356,1299,1247
5357,839,1090
5358,432,1114
5359,688,80
5360,519,1315
5361,519,494
5362,387,673
5363,982,138
5364,1145,1243
5365,959,282
5366,27,728
5367,1221,769
5368,548,6
5369,1294,406
5370,1255,1265
5371,527,474
5372,799,441
5373,565,15
5374,84,583
5375,1201,325
5376,1228,467
5377,709,527
5378,1218,215
5379,584,903
5380,776,1224
5381,630,832
5382,1094,47
5383,1281,253
5384,350,912
5385,829,1144
5386,634,589
5387,353,34
5388,33,1127
5389,1137,840
5390,910,638
5391,728,266
5392,764,828
5393,414,777
5394,524,887
5395,1285,319
5396,87,493
5397,1162,678
5398,1309,445
5399,1015,378
5400,68,423
5401,430,1089
5402,1040,1282
5403,1289,148
5404,441,584
5405,473,705
5406,541,491
5407,1098,230
5408,212,1242
5409,550,228
5410,895,1309
5411,1165,1305
5412,1141,582
5413,814,514
5414,418,359
5415,902,1095
5416,445,5
5417,579,897
5418,945,256
5419,78,509
5420,472,1162
5421,135,540
5422,637,291
5423,553,198
5424,1302,249
5425,438,739
5426,550,39
5427,695,906
5428,535,436
5429,900,1084
5430,503,338
5431,1309,619
5432,1105,564
5433,938,14
5434,170,302
5435,992,1092
5436,866,1209
5437,1001,756
5438,962,160
5439,599,1026
5440,47,153
5441,160,1013
5442,1109,1260
5443,460,1039
5444,104,742
5445,353,761
5446,626,800
5447,549,706
5448,744,67
5449,439,523
5450,973,281
5451,1179,810
5452,999,67
5453,175,756
5454,600,356
5455,418,1306
5456,1087,151
5457,78,685
5458,1083,1126
5459,851,472
5460,1015,370
5461,328,1215
5462,559,1079
5463,1217,853
5464,516,401
5465,1235,351
5466,1049,1292
5467,515,289
5468,198,550
5469,443,481
5470,1064,270
5471,1301,143
5472,471,752
5473,97,255
5474,89,179
5475,264,555
5476,958,498
5477,890,1256
5478,230,421
5479,816,407
5480,784,524
5481,587,1112
5482,1133,333
5483,57,44
5484,675,815
5485,705,406
5486,1044,826
5487,795,768
5488,1227,119
5489,619,904
5490,832,36
5491,1153,1048
5492,386,326
5493,780,851
5494,296,910
5495,508,989
5496,337,831
5497,111,560
5498,724,1060
5499,637,95
5500,876,399
5501,958,101
5502,394,120
5503,569,604
5504,495,1265
5505,389,399
5506,962,1272
5507,680,1095
5508,387,451
5509,462,1313
5510,343,718
5511,494,213
5512,711,142
5513,651,353
5514,1270,1251
5515,1246,1220
5516,1084,570
5517,126,1088
5518,618,789
5519,883,556
5520,189,468
5521,441,1167
5522,389,1311
5523,494,1292
5524,787,483
5525,353,113
5526,396,892
5527,539,983
5528,4,301
5529,466,1255
5530,370,988
5531,520,192
5532,973,1268
5533,763,672
5534,883,748
5535,899,1096
5536,648,982
5537,535,241
5538,115,370
5539,117,1027
5540,839,788
5541,359,360
5542,297,388
5543,684,942
5544,1306,355
5545,73,567
5546,1282,253
5547,539,659
5548,1251,1132
5549,110,974
5550,945,588
5551,27,834
5552,548,558
5553,263,1017
5554,909,1297
5555,885,999
5556,504,104
5557,414,330
5558,854,623
5559,402,32
5560,1229,662
5561,408,617
5562,260,973
5563,1207,1199
5564,1142,64
5565,1037,313
5566,83,833
5567,1055,1153
5568,421,336
5569,851,1101
5570,160,505
5571,820,1314
5572,109,633
5573,1257,185
5574,581,135
5575,528,1141
5576,119,324
5577,409,301
5578,18,1286
5579,1007,1093
5580,262,268
5581,1067,805
5582,749,960
5583,680,128
5584,1089,1070
5585,313,1054
5586,146,117
5587,80,1255
5588,471,292
5589,838,591
5590,787,204
5591,553,126
5592,1240,1190
5593,765,255
5594,328,959
5595,634,120
5596,1038,135
5597,432,986
5598,695,420
5599,1120,62
5600,741,1210
5601,784,45
5602,712,559
5603,63,734
5604,451,767
5605,716,504
5606,1114,684
5607,1278,621
5608,447,821
5609,57,285
5610,879,839
5611,791,20
5612,623,1198
5613,676,138
5614,991,1191
5615,536,857
5616,120,1052
5617,813,553
5618,252,501
5619,828,1052
5620,518,689
5621,771,383
5622,35,647
5623,474,666
5624,1012,1295
5625,624,203
5626,1221,407
5627,37,583
5628,758,37
5629,531,1299
5630,46,57
5631,778,185
5632,230,839
5633,920,441
5634,777,448
5635,1251,1011
5636,451,739
5637,410,836
5638,549,1235
5639,678,311
5640,129,1109
5641,1308,1283
5642,419,529
5643,389,103
5644,985,67
5645,1220,354
5646,1015,1177
5647,890,1094
5648,460,990
5649,623,8
5650,291,210
5651,577,569
5652,153,218
5653,656,39
5654,1236,503
5655,626,1005
5656,849,136
5657,241,493
5658,552,1236
5659,195,1182
5660,549,880
5661,260,550
5662,883,1164
5663,431,515
5664,1125,875
5665,677,79
5666,626,1187
5667,1258,245
5668,462,263
5669,459,380
5670,433,244
5671,575,789
5672,1117,278
5673,1098,1208
5674,245,1106
5675,572,776
5676,73,821
5677,479,415
5678,1100,536
5679,998,235
5680,628,432
5681,991,1197
5682,87,1147
5683,946,1279
5684,131,353
5685,521,581
5686,189,955
5687,504,99
5688,185,538
5689,736,789
5690,473,1039
5691,850,246
5692,1222,1033
5693,1085,132
5694,669,642
5695,208,1316
5696,85,253
5697,110,950
5698,109,339
5699,527,299
5700,891,404
5701,44,124
5702,430,119
5703,894,615
5704,1106,1007
5705,861,739
5706,804,92
5707,784,892
5708,1257,666
5709,536,929
5710,453,448
5711,882,30
5712,1029,223
5713,386,1298
5714,818,537
5715,784,165
5716,722,1317
5717,1258,1142
5718,1256,1009
5719,459,771
5720,917,1106
5721,59,491
5722,358,747
5723,569,310
5724,902,872
5725,90,597
5726,185,608
5727,905,315
5728,992,331
5729,13,82
5730,851,1001
5731,971,1035
5732,942,236
5733,1094,1261
5734,1252,913
5735,510,273
5736,726,16
5737,825,1013
5738,1259,1154
5739,119,1099
5740,775,1210
5741,1140,464
5742,466,1273
5743,1204,15
5744,743,1067
5745,107,607
5746,791,70
5747,805,77
